,capacity,eightd_has_key_dispenser,eightd_station_services,electric_bike_surcharge_waiver,external_id,has_kiosk,lat,lon,name,region_id,rental_methods,rental_url,short_name,station_id,date
10,31,False,"[{u'description': u'Citi Bike Station Valet attendant service available.', u'bikes_availability': u'UNLIMITED', u'schedule_description': u'', u'link_for_more_info': u'https://www.citibikenyc.com/valet', u'docks_availability': u'NONE', u'service_type': u'ATTENDED_SERVICE', u'id': u'ee83aaab-39a6-4b32-826d-436adf2cacc3', u'name': u'Valet Service'}]",False,66dc10d1-0aca-11e7-82f6-3863bb44ef7c,True,40.72621788,-73.98379855,E 7 St & Avenue A,71,"[u'KEY', u'CREDITCARD']",http://app.citibikenyc.com/S6Lr/IBV092JufD?station_id=432,5626.07,432,2019-10-27 20:53:58
11,27,False,"[{u'description': u'Citi Bike Valet station attendant service available ', u'bikes_availability': u'UNLIMITED', u'schedule_description': u'', u'link_for_more_info': u'https://www.citibikenyc.com/valet', u'docks_availability': u'NONE', u'service_type': u'ATTENDED_SERVICE', u'id': u'8989ba79-8df0-425b-80e4-98730f11e7d7', u'name': u'Valet Service '}]",False,66dc11a7-0aca-11e7-82f6-3863bb44ef7c,True,40.74317449,-74.00366443,9 Ave & W 18 St,71,"[u'KEY', u'CREDITCARD']",http://app.citibikenyc.com/S6Lr/IBV092JufD?station_id=434,6190.08,434,2019-10-27 20:53:58
12,47,False,"[{u'description': u'Citi Bike Station Valet attendant service available', u'bikes_availability': u'UNLIMITED', u'schedule_description': u'', u'link_for_more_info': u'https://www.citibikenyc.com/valet', u'docks_availability': u'NONE', u'service_type': u'ATTENDED_SERVICE', u'id': u'b875b80a-8a53-462d-841c-042b6fe8a963', u'name': u'Valet Service'}]",False,66dc1702-0aca-11e7-82f6-3863bb44ef7c,True,40.72779126,-73.98564945,St Marks Pl & 1 Ave,71,"[u'KEY', u'CREDITCARD']",http://app.citibikenyc.com/S6Lr/IBV092JufD?station_id=438,5626.13,438,2019-10-27 20:53:58
13,39,False,"[{u'description': u'Citi Bike Valet station attendant service available ', u'bikes_availability': u'UNLIMITED', u'schedule_description': u'', u'link_for_more_info': u'https://www.citibikenyc.com/valet', u'docks_availability': u'NONE', u'service_type': u'ATTENDED_SERVICE', u'id': u'4d0290ea-8045-4724-9817-aae5875489fd', u'name': u'Valet Service '}]",False,66dc176f-0aca-11e7-82f6-3863bb44ef7c,True,40.7262807,-73.98978041,E 4 St & 2 Ave,71,"[u'KEY', u'CREDITCARD']",http://app.citibikenyc.com/S6Lr/IBV092JufD?station_id=439,5593.04,439,2019-10-27 20:53:58
14,34,False,"[{u'description': u'Citi Bike Valet station attendant service available', u'bikes_availability': u'UNLIMITED', u'schedule_description': u'', u'link_for_more_info': u'https://www.citibikenyc.com/valet', u'docks_availability': u'NONE', u'service_type': u'ATTENDED_SERVICE', u'id': u'471a101b-a45d-4495-9adf-364b7b014ffb', u'name': u'Valet Service'}]",False,66dc4dc3-0aca-11e7-82f6-3863bb44ef7c,True,40.73314259,-73.97573881,E 20 St & FDR Drive,71,"[u'KEY', u'CREDITCARD']",http://app.citibikenyc.com/S6Lr/IBV092JufD?station_id=487,5886.02,487,2019-10-27 20:53:58
15,66,False,"[{u'description': u'Temporary Citi Bike Valet station attendant service available', u'bikes_availability': u'UNLIMITED', u'schedule_description': u'', u'link_for_more_info': u'https://www.citibikenyc.com/valet', u'docks_availability': u'NONE', u'service_type': u'ATTENDED_SERVICE', u'id': u'caf62dca-422f-41a1-b4bb-459415860efd', u'name': u'Valet Service'}]",False,66dc686c-0aca-11e7-82f6-3863bb44ef7c,True,40.751551,-73.993934,8 Ave & W 33 St,71,"[u'KEY', u'CREDITCARD']",http://app.citibikenyc.com/S6Lr/IBV092JufD?station_id=490,6450.12,490,2019-10-27 20:53:58
16,79,False,"[{u'description': u'Citi Bike Valet station attendant service available ', u'bikes_availability': u'UNLIMITED', u'schedule_description': u'', u'link_for_more_info': u'https://www.citibikenyc.com/valet', u'docks_availability': u'NONE', u'service_type': u'ATTENDED_SERVICE', u'id': u'7708c2e8-f4ae-43f6-8bdf-4b9b057a3a6b', u'name': u'Valet Service'}]",False,66dc7659-0aca-11e7-82f6-3863bb44ef7c,True,40.744219,-73.97121214,FDR Drive & E 35 St,71,"[u'KEY', u'CREDITCARD']",http://app.citibikenyc.com/S6Lr/IBV092JufD?station_id=501,6230.04,501,2019-10-27 20:53:58
17,52,True,"[{u'description': u'Citi Bike Valet Attendant Service Available', u'bikes_availability': u'UNLIMITED', u'schedule_description': u'', u'link_for_more_info': u'https://www.citibikenyc.com/valet', u'docks_availability': u'NONE', u'service_type': u'ATTENDED_SERVICE', u'id': u'1dba1668-4b08-4d3d-9f30-843536ee9142', u'name': u'Valet Service'}]",False,66dc7d58-0aca-11e7-82f6-3863bb44ef7c,True,40.76087502,-74.00277668,12 Ave & W 40 St,71,"[u'KEY', u'CREDITCARD']",http://app.citibikenyc.com/S6Lr/IBV092JufD?station_id=514,6765.01,514,2019-10-27 20:53:58
18,19,False,"[{u'description': u'Citi Bike Station Valet attendant service available', u'bikes_availability': u'UNLIMITED', u'schedule_description': u'', u'link_for_more_info': u'https://www.citibikenyc.com/valet', u'docks_availability': u'NONE', u'service_type': u'ATTENDED_SERVICE', u'id': u'9fb74cf0-b08b-4983-ae0e-be909fc28bc3', u'name': u'Valet Service'}]",False,66ddbd20-0aca-11e7-82f6-3863bb44ef7c,True,40.750585347,-73.9946848154,8 Ave & W 31 St,71,"[u'KEY', u'CREDITCARD']",http://app.citibikenyc.com/S6Lr/IBV092JufD?station_id=3255,6450.05,3255,2019-10-27 20:53:58
19,34,False,"[{u'description': u'Citibike Valet Attendant Service Available', u'bikes_availability': u'UNLIMITED', u'schedule_description': u'', u'link_for_more_info': u'https://www.citibikenyc.com/valet', u'docks_availability': u'NONE', u'service_type': u'ATTENDED_SERVICE', u'id': u'e1b8cee3-e784-4002-8822-d271ae97d9e7', u'name': u'Valet Service'}]",False,66dea7b5-0aca-11e7-82f6-3863bb44ef7c,True,40.7576322774,-73.9693057537,E 53 St & 3 Ave,71,"[u'KEY', u'CREDITCARD']",http://app.citibikenyc.com/S6Lr/IBV092JufD?station_id=3459,6617.02,3459,2019-10-27 20:53:58
20,42,False,"[{u'description': u'Citi Bike Station Valet attendant service available.', u'bikes_availability': u'UNLIMITED', u'schedule_description': u'', u'link_for_more_info': u'https://www.citibikenyc.com/valet', u'docks_availability': u'NONE', u'service_type': u'ATTENDED_SERVICE', u'id': u'30b5f65c-187d-4bd1-95d2-ba5ebd37039d', u'name': u'Valet Service'}]",False,bde94a25-6089-4490-af3a-8cc5702230b8,True,40.7249467236,-74.0016585588,W Broadway & Spring St,71,"[u'KEY', u'CREDITCARD']",http://app.citibikenyc.com/S6Lr/IBV092JufD?station_id=3467,5569.06,3467,2019-10-27 20:53:58
21,0,False,,False,66db237e-0aca-11e7-82f6-3863bb44ef7c,True,40.76727216,-73.99392888,W 52 St & 11 Ave,71,"[u'KEY', u'CREDITCARD']",http://app.citibikenyc.com/S6Lr/IBV092JufD?station_id=72,6926.01,72,2019-10-27 20:53:58
22,33,False,,False,66db269c-0aca-11e7-82f6-3863bb44ef7c,True,40.71911552,-74.00666661,Franklin St & W Broadway,71,"[u'KEY', u'CREDITCARD']",http://app.citibikenyc.com/S6Lr/IBV092JufD?station_id=79,5430.08,79,2019-10-27 20:53:58
23,27,False,,False,66db277a-0aca-11e7-82f6-3863bb44ef7c,True,40.71117416,-74.00016545,St James Pl & Pearl St,71,"[u'KEY', u'CREDITCARD']",http://app.citibikenyc.com/S6Lr/IBV092JufD?station_id=82,5167.06,82,2019-10-27 20:53:58
24,62,False,,False,66db281e-0aca-11e7-82f6-3863bb44ef7c,True,40.68382604,-73.97632328,Atlantic Ave & Fort Greene Pl,71,"[u'KEY', u'CREDITCARD']",http://app.citibikenyc.com/S6Lr/IBV092JufD?station_id=83,4354.07,83,2019-10-27 20:53:58
25,39,False,,False,66db28b5-0aca-11e7-82f6-3863bb44ef7c,True,40.74177603,-74.00149746,W 17 St & 8 Ave,71,"[u'KEY', u'CREDITCARD']",http://app.citibikenyc.com/S6Lr/IBV092JufD?station_id=116,6148.02,116,2019-10-27 20:53:58
26,19,False,,False,66db2953-0aca-11e7-82f6-3863bb44ef7c,True,40.69608941,-73.97803415,Park Ave & St Edwards St,71,"[u'KEY', u'CREDITCARD']",http://app.citibikenyc.com/S6Lr/IBV092JufD?station_id=119,4700.06,119,2019-10-27 20:53:58
27,19,False,,False,66db29e6-0aca-11e7-82f6-3863bb44ef7c,True,40.68676793,-73.95928168,Lexington Ave & Classon Ave,71,"[u'KEY', u'CREDITCARD']",http://app.citibikenyc.com/S6Lr/IBV092JufD?station_id=120,4452.03,120,2019-10-27 20:53:58
28,31,False,,False,66db2a71-0aca-11e7-82f6-3863bb44ef7c,True,40.73172428,-74.00674436,Barrow St & Hudson St,71,"[u'KEY', u'CREDITCARD']",http://app.citibikenyc.com/S6Lr/IBV092JufD?station_id=127,5805.05,127,2019-10-27 20:53:58
29,30,False,,False,66db2afe-0aca-11e7-82f6-3863bb44ef7c,True,40.72710258,-74.00297088,MacDougal St & Prince St,71,"[u'KEY', u'CREDITCARD']",http://app.citibikenyc.com/S6Lr/IBV092JufD?station_id=128,5687.04,128,2019-10-27 20:53:58
30,24,False,,False,66db2d2b-0aca-11e7-82f6-3863bb44ef7c,True,40.69239502,-73.99337909,Clinton St & Joralemon St,71,"[u'KEY', u'CREDITCARD']",http://app.citibikenyc.com/S6Lr/IBV092JufD?station_id=143,4605.04,143,2019-10-27 20:53:58
31,19,False,,False,66db2db5-0aca-11e7-82f6-3863bb44ef7c,True,40.69839895,-73.98068914,Nassau St & Navy St,71,"[u'KEY', u'CREDITCARD']",http://app.citibikenyc.com/S6Lr/IBV092JufD?station_id=144,4812.02,144,2019-10-27 20:53:58
32,39,False,,False,66db2e3a-0aca-11e7-82f6-3863bb44ef7c,True,40.71625008,-74.0091059,Hudson St & Reade St,71,"[u'KEY', u'CREDITCARD']",http://app.citibikenyc.com/S6Lr/IBV092JufD?station_id=146,5359.10,146,2019-10-27 20:53:58
33,54,False,,False,66db2f4c-0aca-11e7-82f6-3863bb44ef7c,True,40.7208736,-73.98085795,E 2 St & Avenue C,71,"[u'KEY', u'CREDITCARD']",http://app.citibikenyc.com/S6Lr/IBV092JufD?station_id=150,5476.03,150,2019-10-27 20:53:58
34,33,True,,False,66db2fd0-0aca-11e7-82f6-3863bb44ef7c,True,40.7221037867,-73.9972490072,Cleveland Pl & Spring St,71,"[u'KEY', u'CREDITCARD']",http://app.citibikenyc.com/S6Lr/IBV092JufD?station_id=151,5492.05,151,2019-10-27 20:53:58
35,23,False,,False,66db316a-0aca-11e7-82f6-3863bb44ef7c,True,40.69089272,-73.99612349,Henry St & Atlantic Ave,71,"[u'KEY', u'CREDITCARD']",http://app.citibikenyc.com/S6Lr/IBV092JufD?station_id=157,4531.05,157,2019-10-27 20:53:58
36,35,False,,False,66db3273-0aca-11e7-82f6-3863bb44ef7c,True,40.72917025,-73.99810231,LaGuardia Pl & W 3 St,71,"[u'KEY', u'CREDITCARD']",http://app.citibikenyc.com/S6Lr/IBV092JufD?station_id=161,5721.14,161,2019-10-27 20:53:58
37,47,False,,False,66db32fb-0aca-11e7-82f6-3863bb44ef7c,True,40.75323098,-73.97032517,E 47 St & 2 Ave,71,"[u'KEY', u'CREDITCARD']",http://app.citibikenyc.com/S6Lr/IBV092JufD?station_id=164,6498.10,164,2019-10-27 20:53:58
38,45,False,,False,66db337f-0aca-11e7-82f6-3863bb44ef7c,True,40.7489006,-73.97604882,E 39 St & 3 Ave,71,"[u'KEY', u'CREDITCARD']",http://app.citibikenyc.com/S6Lr/IBV092JufD?station_id=167,6389.03,167,2019-10-27 20:53:58
39,47,False,,False,66db33fc-0aca-11e7-82f6-3863bb44ef7c,True,40.73971301,-73.99456405,W 18 St & 6 Ave,71,"[u'KEY', u'CREDITCARD']",http://app.citibikenyc.com/S6Lr/IBV092JufD?station_id=168,6064.08,168,2019-10-27 20:53:58
40,51,False,,False,66db347b-0aca-11e7-82f6-3863bb44ef7c,True,40.760683271,-73.9845272899,Broadway & W 49 St,71,"[u'KEY', u'CREDITCARD']",http://app.citibikenyc.com/S6Lr/IBV092JufD?station_id=173,6708.02,173,2019-10-27 20:53:58
41,30,False,,False,66db34fc-0aca-11e7-82f6-3863bb44ef7c,True,40.7381765,-73.97738662,E 25 St & 1 Ave,71,"[u'KEY', u'CREDITCARD']",http://app.citibikenyc.com/S6Lr/IBV092JufD?station_id=174,6004.07,174,2019-10-27 20:53:58
42,45,False,,False,66db3583-0aca-11e7-82f6-3863bb44ef7c,True,40.70905623,-74.01043382,Liberty St & Broadway,71,"[u'KEY', u'CREDITCARD']",http://app.citibikenyc.com/S6Lr/IBV092JufD?station_id=195,5105.01,195,2019-10-27 20:53:58
43,60,False,,False,66db3606-0aca-11e7-82f6-3863bb44ef7c,True,40.74334935,-74.00681753,W 16 St & The High Line,71,"[u'KEY', u'CREDITCARD']",http://app.citibikenyc.com/S6Lr/IBV092JufD?station_id=212,6233.05,212,2019-10-27 20:53:58
44,23,False,,False,66db3687-0aca-11e7-82f6-3863bb44ef7c,True,40.70037867,-73.99548059,Columbia Heights & Cranberry St,71,"[u'KEY', u'CREDITCARD']",http://app.citibikenyc.com/S6Lr/IBV092JufD?station_id=216,4829.01,216,2019-10-27 20:53:58
45,39,True,,False,66db3708-0aca-11e7-82f6-3863bb44ef7c,True,40.70277159,-73.99383605,Old Fulton St,71,"[u'KEY', u'CREDITCARD']",http://app.citibikenyc.com/S6Lr/IBV092JufD?station_id=217,4903.08,217,2019-10-27 20:53:58
46,33,False,,False,66db3816-0aca-11e7-82f6-3863bb44ef7c,True,40.73781509,-73.99994661,W 13 St & 7 Ave,71,"[u'KEY', u'CREDITCARD']",http://app.citibikenyc.com/S6Lr/IBV092JufD?station_id=223,6030.04,223,2019-10-27 20:53:58
47,31,True,,False,66db3898-0aca-11e7-82f6-3863bb44ef7c,True,40.71146364,-74.00552427,Spruce St & Nassau St,71,"[u'KEY', u'CREDITCARD']",http://app.citibikenyc.com/S6Lr/IBV092JufD?station_id=224,5137.10,224,2019-10-27 20:53:58
48,55,False,,False,66db3997-0aca-11e7-82f6-3863bb44ef7c,True,40.7546011026,-73.971878855,E 48 St & 3 Ave,71,"[u'KEY', u'CREDITCARD']",http://app.citibikenyc.com/S6Lr/IBV092JufD?station_id=228,6541.03,228,2019-10-27 20:53:58
49,23,False,,False,66db3a1e-0aca-11e7-82f6-3863bb44ef7c,True,40.72743423,-73.99379025,Great Jones St,71,"[u'KEY', u'CREDITCARD']",http://app.citibikenyc.com/S6Lr/IBV092JufD?station_id=229,5636.11,229,2019-10-27 20:53:58
50,47,False,,False,66db3ba0-0aca-11e7-82f6-3863bb44ef7c,True,40.7284186,-73.98713956,St Marks Pl & 2 Ave,71,"[u'KEY', u'CREDITCARD']",http://app.citibikenyc.com/S6Lr/IBV092JufD?station_id=236,5669.10,236,2019-10-27 20:53:58
51,31,False,,False,66db3cab-0aca-11e7-82f6-3863bb44ef7c,True,40.7361967,-74.00859207,Bank St & Washington St,71,"[u'KEY', u'CREDITCARD']",http://app.citibikenyc.com/S6Lr/IBV092JufD?station_id=238,5964.01,238,2019-10-27 20:53:58
52,31,False,,False,66db3d2a-0aca-11e7-82f6-3863bb44ef7c,True,40.69196566,-73.9813018,Willoughby St & Fleet St,71,"[u'KEY', u'CREDITCARD']",http://app.citibikenyc.com/S6Lr/IBV092JufD?station_id=239,4628.05,239,2019-10-27 20:53:58
53,23,False,,False,66db3da9-0aca-11e7-82f6-3863bb44ef7c,True,40.68981035,-73.97493121,DeKalb Ave & S Portland Ave,71,"[u'KEY', u'CREDITCARD']",http://app.citibikenyc.com/S6Lr/IBV092JufD?station_id=241,4546.04,241,2019-10-27 20:53:58
54,23,False,,False,66db3e32-0aca-11e7-82f6-3863bb44ef7c,True,40.697787,-73.973736,Carlton Ave & Flushing Ave,71,"[u'KEY', u'CREDITCARD']",http://app.citibikenyc.com/S6Lr/IBV092JufD?station_id=242,4732.08,242,2019-10-27 20:53:58
55,31,False,,False,66db3e9d-0aca-11e7-82f6-3863bb44ef7c,True,40.68841,-73.979458,Fulton St & Rockwell Pl,71,"[u'KEY', u'CREDITCARD']",http://app.citibikenyc.com/S6Lr/IBV092JufD?station_id=243,4513.03,243,2019-10-27 20:53:58
56,31,False,,False,66db3f01-0aca-11e7-82f6-3863bb44ef7c,True,40.69196035,-73.96536851,Willoughby Ave & Hall St,71,"[u'KEY', u'CREDITCARD']",http://app.citibikenyc.com/S6Lr/IBV092JufD?station_id=244,4611.03,244,2019-10-27 20:53:58
57,23,True,,False,66db3f62-0aca-11e7-82f6-3863bb44ef7c,True,40.69327018,-73.97703874,Myrtle Ave & St Edwards St,71,"[u'KEY', u'CREDITCARD']",http://app.citibikenyc.com/S6Lr/IBV092JufD?station_id=245,4659.02,245,2019-10-27 20:53:58
58,54,False,,False,66db3fc9-0aca-11e7-82f6-3863bb44ef7c,True,40.73535398,-74.00483091,Perry St & Bleecker St,71,"[u'KEY', u'CREDITCARD']",http://app.citibikenyc.com/S6Lr/IBV092JufD?station_id=247,5922.07,247,2019-10-27 20:53:58
59,23,False,,False,66db402c-0aca-11e7-82f6-3863bb44ef7c,True,40.72185379,-74.00771779,Laight St & Hudson St,71,"[u'KEY', u'CREDITCARD']",http://app.citibikenyc.com/S6Lr/IBV092JufD?station_id=248,5539.06,248,2019-10-27 20:53:58
60,27,False,,False,66db408f-0aca-11e7-82f6-3863bb44ef7c,True,40.71870987,-74.0090009,Harrison St & Hudson St,71,"[u'KEY', u'CREDITCARD']",http://app.citibikenyc.com/S6Lr/IBV092JufD?station_id=249,5400.05,249,2019-10-27 20:53:58
61,40,False,,False,66db40ef-0aca-11e7-82f6-3863bb44ef7c,True,40.72456089,-73.99565293,Lafayette St & Jersey St,71,"[u'KEY', u'CREDITCARD']",http://app.citibikenyc.com/S6Lr/IBV092JufD?station_id=250,5561.06,250,2019-10-27 20:53:58
62,27,False,,False,66db4158-0aca-11e7-82f6-3863bb44ef7c,True,40.72317958,-73.99480012,Mott St & Prince St,71,"[u'KEY', u'CREDITCARD']",http://app.citibikenyc.com/S6Lr/IBV092JufD?station_id=251,5561.04,251,2019-10-27 20:53:58
63,33,False,,False,66db41bf-0aca-11e7-82f6-3863bb44ef7c,True,40.73226398,-73.99852205,MacDougal St & Washington Sq,71,"[u'KEY', u'CREDITCARD']",http://app.citibikenyc.com/S6Lr/IBV092JufD?station_id=252,5797.01,252,2019-10-27 20:53:58
64,59,False,,False,66db4282-0aca-11e7-82f6-3863bb44ef7c,True,40.73532427,-73.99800419,W 11 St & 6 Ave,71,"[u'KEY', u'CREDITCARD']",http://app.citibikenyc.com/S6Lr/IBV092JufD?station_id=254,5914.03,254,2019-10-27 20:53:58
65,39,False,,False,66db4351-0aca-11e7-82f6-3863bb44ef7c,True,40.71939226,-74.00247214,Lispenard St & Broadway,71,"[u'KEY', u'CREDITCARD']",http://app.citibikenyc.com/S6Lr/IBV092JufD?station_id=257,5391.06,257,2019-10-27 20:53:58
66,23,False,,False,66db43b5-0aca-11e7-82f6-3863bb44ef7c,True,40.68940747,-73.96885458,DeKalb Ave & Vanderbilt Ave,71,"[u'KEY', u'CREDITCARD']",http://app.citibikenyc.com/S6Lr/IBV092JufD?station_id=258,4461.04,258,2019-10-27 20:53:58
67,39,True,,False,66db4417-0aca-11e7-82f6-3863bb44ef7c,True,40.70122128,-74.01234218,South St & Whitehall St,71,"[u'KEY', u'CREDITCARD']",http://app.citibikenyc.com/S6Lr/IBV092JufD?station_id=259,4846.01,259,2019-10-27 20:53:58
68,33,False,,False,66db447a-0aca-11e7-82f6-3863bb44ef7c,True,40.70365182,-74.01167797,Broad St & Bridge St,71,"[u'KEY', u'CREDITCARD']",http://app.citibikenyc.com/S6Lr/IBV092JufD?station_id=260,4962.08,260,2019-10-27 20:53:58
69,27,False,,False,66db44e5-0aca-11e7-82f6-3863bb44ef7c,True,40.69474881,-73.98362464,Johnson St & Gold St,71,"[u'KEY', u'CREDITCARD']",http://app.citibikenyc.com/S6Lr/IBV092JufD?station_id=261,4668.08,261,2019-10-27 20:53:58
70,24,False,,False,66db4549-0aca-11e7-82f6-3863bb44ef7c,True,40.6917823,-73.9737299,Washington Park,71,"[u'KEY', u'CREDITCARD']",http://app.citibikenyc.com/S6Lr/IBV092JufD?station_id=262,4546.05,262,2019-10-27 20:53:58
71,27,False,,False,66db460d-0aca-11e7-82f6-3863bb44ef7c,True,40.70706456,-74.00731853,Maiden Ln & Pearl St,71,"[u'KEY', u'CREDITCARD']",http://app.citibikenyc.com/S6Lr/IBV092JufD?station_id=264,5065.10,264,2019-10-27 20:53:58
72,35,False,,False,66db4671-0aca-11e7-82f6-3863bb44ef7c,True,40.72229346,-73.99147535,Stanton St & Chrystie St,71,"[u'KEY', u'CREDITCARD']",http://app.citibikenyc.com/S6Lr/IBV092JufD?station_id=265,5523.02,265,2019-10-27 20:53:58
73,30,False,,False,66db46d7-0aca-11e7-82f6-3863bb44ef7c,True,40.72368361,-73.97574813,Avenue D & E 8 St,71,"[u'KEY', u'CREDITCARD']",http://app.citibikenyc.com/S6Lr/IBV092JufD?station_id=266,5506.10,266,2019-10-27 20:53:58
